omega_lin,omega_log,U1.0_lor,U1.0_gau,U1.0_log,U2.0_lor,U2.0_gau,U2.0_log,U2.4_lor,U2.4_gau,U2.4_log,U4.0_lor,U4.0_gau,U4.0_log
-1.3,-0.0030752757054734754,0.3055974287854988,0.31849609275893004,3.1520005911668813e-15,0.6665979676737512,0.6487418604545641,9.887310952876689e-11,0.7794542882484388,0.7421984850770673,5.431936633174177e-7,0.794802165039412,0.766140139703283,1.478742634892956e-42
-1.29,-0.0029946775882376286,0.31626916286221524,0.32396463424840405,2.2870687479493097e-15,0.6739032476642784,0.6542761073311686,1.0207073225804032e-10,0.7830289482602949,0.7477031594532859,5.644865242800488e-7,0.7923672849790314,0.7602484672239401,6.292635909128585e-43
-1.28,-0.0029161918203076996,0.31636760679225806,0.3292027840461822,1.6529948730457361e-15,0.661022480979772,0.6589159617529503,1.0561593750605874e-10,0.7594108760405825,0.7516166331049812,5.872127145015659e-7,0.7860698225051928,0.7552601991592943,2.6673855814120397e-43
-1.27,-0.00283976304034594,0.3104028422948231,0.3342163480303844,1.1900437458364486e-15,0.6443507124571519,0.6630705717059411,1.095024538353565e-10,0.7335675525155801,0.7550996629316676,6.114064409342493e-7,0.7820079859715083,0.7511323041475917,1.1262947830776353e-43
-1.26,-0.002765337337947791,0.3085936200837075,0.3390961852221802,8.534012969288438e-16,0.6420844221900466,0.6673319799200281,1.1373062164659472e-10,0.7283319077187523,0.7595918082404871,6.370963145258135e-7,0.7838154547921722,0.7473992109951242,4.737304691033067e-44
-1.25,-0.002692862215615218,0.31634695432436144,0.34390722120495565,6.095965203075221e-16,0.6596150672868377,0.6719645228017789,1.1830599793310066e-10,0.7505783717723756,0.7658047635533757,6.64305164802945e-7,0.7841417725535023,0.7433778386985421,1.98483053412204e-44
-1.24,-0.002622286551726662,0.3301864706394596,0.3486102872117592,4.337408772433909e-16,0.6869695389365373,0.6766906166344366,1.2323830778508476e-10,0.789418287066465,0.7732965516945476,6.930499004678329e-7,0.7774831608177998,0.738434704286105,8.283775333304391e-45
-1.23,-0.002553560564477493,0.34004310370035173,0.35308803576176895,3.074091775846133e-16,0.7052344471626959,0.6809356401137571,1.2854067193822866e-10,0.8195287750205733,0.7809068324302375,7.233414180771833e-7,0.769144175651851,0.7322000395943585,3.4438629066926466e-45
-1.22,-0.002486635776765522,0.33902857013967047,0.3572425717935584,2.170210360268991e-16,0.7019456345744891,0.6843103507118026,1.3422905425828107e-10,0.8196119108423012,0.7876718504189288,7.551845622498325e-7,0.7630474410565453,0.7246520923322439,1.426185316973073e-45
-1.21,-0.0024214649819968167,0.3321034140895757,0.36106639987188904,1.5261081260158941e-16,0.6845695931307012,0.6869247899295984,1.4032188488786808e-10,0.7959018568743645,0.7934959928317888,7.885781424221558e-7,0.7554611039203055,0.7160599133463763,5.8832666323720536e-46
-1.2,-0.002358002210787681,0.32985633313620916,0.3646213985931635,1.0689741412156258e-16,0.673068247809659,0.6892885505507788,1.46839824216716e-10,0.7750144928933628,0.799088383494323,8.235150128971854e-7,0.7457718019917382,0.7068314271878405,2.41753888276365e-46
-1.19,-0.002296202698539334,0.3372655275364737,0.36795456801214615,7.4584310650591e-17,0.6805044447399092,0.6919096526774293,1.538056401924214e-10,0.7777597904182608,0.8052753233543597,8.599822247585352e-7,0.7380594990210866,0.6973413343589074,9.895566781176065e-47
-1.18,-0.0022360228538624003,0.34967492460332134,0.3710384480670826,5.183535989018907e-17,0.7039476088831338,0.6949488301329202,1.6124417704643043e-10,0.8066433648331176,0.8122842253676638,8.97961260079186e-7,0.7315959023366382,0.6878050399999194,4.0347818114856683e-47
-1.17,-0.0021774202278289443,0.3564914009422773,0.37379255148995955,3.588418558584629e-17,0.7272071159212681,0.6982158224074798,1.6918239751415276e-10,0.8448803384573489,0.8195816329393951,9.374283606768238e-7,0.7236218292784927,0.6782322089176486,1.6387455096967408e-47
-1.16,-0.002120353484030361,0.3525191393180016,0.37615745153083463,2.4744483751852756e-17,0.7331600011146755,0.7014839526105773,1.7764948329463118e-10,0.8649425142375933,0.8263671500947674,9.783549653784137e-7,0.715488037952373,0.6684561780528658,6.630021883384947e-48
-1.15,-0.0020647823694200035,0.3447038400840484,0.37814346749374816,1.6996207745214942e-17,0.7207568887627179,0.7048267006320286,1.8667698001638925e-10,0.8537378814848853,0.8322835647027909,1.0207082712852617e-6,0.707395599389884,0.6582094945381584,2.6719621633367337e-48
-1.14,-0.002010667685919975,0.3432615467292949,0.3798082663486713,1.1628508581973981e-17,0.7071933685119796,0.7086786366805167,1.962989735283941e-10,0.8283047765143797,0.8377446653963522,1.064451935810154e-6,0.6976973001459275,0.6472080131162204,1.0726485504727595e-48
-1.13,-0.0019579712627720686,0.3509280140418535,0.38119305047129926,7.924911478148634e-18,0.7097563919722065,0.7135802545374395,2.065522840856223e-10,0.8162900707838494,0.8436219131915993,1.1095469372339836e-6,0.687202626489431,0.6352136997011261,4.289397663914612e-49
-1.12,-0.0019066559296133379,0.36069368541521596,0.3822855189315505,5.37976582344483e-18,0.7311740716807099,0.7198433592780036,2.174766641115785e-10,0.8317962023043797,0.8505698435281471,1.1559526121572028e-6,0.6760305044278476,0.6220618309180217,1.7086251613237892e-49
-1.11,-0.0018566854902573198,0.36242562772580866,0.383043467962166,3.6377357640972065e-18,0.7587253958809488,0.7274256012095832,2.2911498386155685e-10,0.8680545751573293,0.8585532256055333,1.2036278884729956e-6,0.6635541292786501,0.6076536105633731,6.779674173939982e-50
-1.1,-0.0018080246971624075,0.3549828092784077,0.38344743739606385,2.4501818112678913e-18,0.7738543663374147,0.7360960042778872,2.4151338765298625e-10,0.9004184292083982,0.8669414388377199,1.2525327323517787e-6,0.6505190136515197,0.5919251845328588,2.6796760791303097e-50
