omega,Re_I,Im_I,Re_FL,Im_FL,Re_FR,Im_FR,Re_G,Im_G
-0.5,0.5975055892335599,-5.290224098194809e-28,-1.0967323177377477,3.438610920283971e-28,-1.0967323177377477,3.438610920283971e-28,0.17632949399626563,-2.7528018303917653e-28
-0.49,0.5829916920238845,-3.975621303289251e-29,-1.092402964876049,2.583702067793768e-29,-1.092402964876049,2.583702067793768e-29,0.17190598825210868,-2.069293017193712e-29
-0.48,0.5686641884392374,-2.8128718662658397e-30,-1.088210059289852,1.827786867559224e-30,-1.088210059289852,1.827786867559224e-30,0.16754911677064488,-1.4644255249729917e-30
-0.47,0.5545154014283886,-1.8731729424345277e-31,-1.0841495230455964,1.217026991064343e-31,-1.0841495230455964,1.217026991064343e-31,0.16325596517047625,-9.753976493517407e-32
-0.46,0.5405380202591206,-1.1737449200639848e-32,-1.0802175102396465,7.625182988745503e-33,-1.0802175102396465,7.625182988745503e-33,0.15902376968129067,-6.112964832668112e-33
-0.45,0.5267250739656905,-6.918898937586124e-34,-1.0764103907087132,4.494426207219415e-34,-1.0764103907087132,4.494426207219415e-34,0.15484990577691424,-3.603951347466243e-34
-0.44,0.513069907159084,-3.8360147136734014e-35,-1.0727247352403453,2.4916320097058903e-35,-1.0727247352403453,2.4916320097058903e-35,0.15073187785391462,-1.9983740281082977e-35
-0.43,0.4995661579413054,-1.999990197490755e-36,-1.069157302118693,1.2989808705580653e-36,-1.069157302118693,1.2989808705580653e-36,0.14666730983876453,-1.0420079293962141e-36
-0.42,0.48620773769794245,-9.80425197884019e-38,-1.0657050248619382,6.367439257863079e-38,-1.0657050248619382,6.367439257863079e-38,0.14265393662176473,-5.108547403912915e-38
-0.41,0.47298881257153336,-4.518391217289948e-39,-1.0623650010260195,2.9343590363547115e-39,-1.0623650010260195,2.9343590363547115e-39,0.13868959622886676,-2.354511002847306e-39
-0.4,0.4599037864424158,-1.9574365618898616e-40,-1.0591344819647168,1.2711572922352648e-40,-1.0591344819647168,1.2711572922352648e-40,0.13477222265361197,-1.0200782354347714e-40
-0.39,0.44694728526449057,-7.97048423389774e-42,-1.0560108634495877,5.175843521322273e-42,-1.0560108634495877,5.175843521322273e-42,0.13089983928087673,-4.153890780818577e-42
-0.38,0.4341141426213457,-3.050278549341227e-43,-1.0529916770646712,1.9807197745751155e-43,-1.0529916770646712,1.9807197745751155e-43,0.12707055284229762,-1.5897570684987966e-43
-0.37,0.4213993863836065,-1.0970385309501414e-44,-1.0500745823008737,7.123516986502126e-45,-1.0500745823008737,7.123516986502126e-45,0.12328254785029992,-5.717825552829434e-45
-0.36,0.4087982263618752,-3.707712920636149e-46,-1.0472573592835444,2.4075171219251556e-46,-1.0472573592835444,2.4075171219251556e-46,0.11953408146375542,-1.93254759530209e-46
-0.35,0.39630604286133025,-1.1775252377542287e-47,-1.0445379020742291,7.645847298558058e-48,-1.0445379020742291,7.645847298558058e-48,0.11582347874359875,-6.13772070331176e-48
-0.34,0.38391837605424445,-3.513950074082229e-49,-1.0419142124941805,2.281625154553138e-49,-1.0419142124941805,2.281625154553138e-49,0.11214912826135498,-1.8316536100834017e-49
-0.33,0.3716309160956347,-9.852950845806802e-51,-1.0393843944228505,6.397486255989775e-51,-1.0393843944228505,6.397486255989775e-51,0.10850947802754583,-5.135979601441455e-51
-0.32,0.359439493915075,-2.5957862311284394e-52,-1.0369466485296714,1.685416244556793e-52,-1.0369466485296714,1.685416244556793e-52,0.10490303171048644,-1.353111901795592e-52
-0.31,0.3473400726245781,-6.425278497666675e-54,-1.0345992674017843,4.1718256751979847e-54,-1.0345992674017843,4.1718256751979847e-54,0.10132834511905842,-3.349371913837867e-54
